# 欽定詞譜 (1715), one row per 格 (metrical pattern) of one 詞牌 (tune title).
# THE TRADITION'S OWN SPEC. Doctrine 62: the primary source states the rule you
# were about to invent, and here it states the one thing a text can never
# supply -- WHICH line ends the tune mandates as rhymes and which it does not.
# Without it a ci rhyme measurement has to infer its own ground truth from the
# characters it is scoring, which is doctrine 13's circularity in one step.
#
# SOURCE  hulbji/couyun, MIT (LICENSE at repo root, covers the repository),
#         couyun/ci_pu/ci_list/cipai_*.json -- 817 per-詞牌 files transcribed
#         from the 欽定詞譜. Reached by `git clone https://github.com/hulbji/
#         couyun` (data/CHANNELS.md). The 欽定詞譜 itself is a 1715 imperial
#         compilation: a millennium-adjacent work three centuries out of any
#         term (doctrine 40, the outer layer is MIT and the inner layer is
#         expired).
#
# COLUMNS
#   tune      the 詞牌, in traditional characters
#   aliases   other names the 詞譜 gives the same tune, '|' separated
#   chars     total characters in the 格
#   groups    the rhyme groups: positions '.' separated within a group, groups
#             '/' separated. Positions are 0-based indices into the poem's
#             character sequence with all punctuation stripped. TWO POSITIONS
#             RHYME IFF THEY ARE IN THE SAME GROUP.
#   ju        line ends the spec marks 句 -- it mandates NO rhyme there. This
#             column is what makes a matched control possible at all.
#   du        讀 positions: a phrase break INSIDE a line, not a line end.
#   template  the 平仄 template, 中 where the tune leaves the tone free.
#
# HOW groups WAS BUILT, and why not from the source's own `yun_classify`.
# `yun_classify` is not a spec statement: on 菩薩蠻 格三 it places positions
# 6/13 in the same group as 18/23, and 菩薩蠻 changes rhyme between them --
# 雪 does not rhyme 眉. The groups here are read from what the notation prints:
# a new group at every 换 marker, and at every change in the register the
# template mandates at consecutive rhyme positions. That declines to assert a
# 平仄通叶 relation anywhere, which is the conservative direction: it can only
# split a real group, never merge two.
#
# THE MARKER GRAMMAR IS LOCALLY AMBIGUOUS and the parse is constrained, not
# guessed. 平 and 仄 are both template symbols and rhyme-marker prefixes
# (平韵, 仄韵, 换平韵, 换仄韵), so `中仄中平仄韵` is five template positions plus
# 韵 or four plus 仄韵. The parse is a search required to satisfy the source's
# own two invariants at once -- the template length must equal `ge_lyu_str`
# and the 韻 positions must equal `rhyme_pos`. 8 of 2,294 格 admit no such
# parse and are REFUSED rather than resolved by a tie-break (doctrine 66).
# Reading every 平/仄 as template instead -- the obvious first pass -- drops
# every 換韻 tune including 菩薩蠻's canonical 格, and drops them SILENTLY,
# because a mis-parse fails the invariant and looks like an unparsable file.
tune	aliases	chars	groups	ju	du	template
一寸金		105	9.26.37.51.64.81.92.104	3.6.16.20.31.40.44.55.59.69.73.77.86.95.99	12	平仄平平仄平平仄平仄仄仄平仄仄平平平仄仄平仄仄平平平仄仄仄平平仄平仄仄平平仄平平仄仄仄平平仄仄平平仄平仄仄仄平平平平仄仄平仄仄平仄仄仄平平仄平平仄仄平平仄仄仄平平仄平仄平平仄平仄仄平平仄平平仄仄仄平平仄仄平平仄
擊梧桐		108	13.27.41.55.69.82.95.107	3.7.17.21.33.49.59.63.76.88.102	45.72.98	中仄平平平平仄仄仄仄平平平仄仄仄平平仄仄平平仄仄平平平仄平平仄仄平平仄仄平仄平平平仄仄仄平平仄仄平平仄仄平平平仄仄仄平平平平平仄仄仄平平平仄仄仄仄平平仄仄中仄平平平仄仄仄平平仄仄平平中仄仄平仄仄中仄平平仄仄中平平仄仄
擊梧桐		108	13.27.41.55.69.82.95.107	3.7.17.21.33.47.51.59.63.76.88.102	72.98	仄仄平平平平仄仄仄仄平平平仄仄仄平平仄仄平平仄仄平平平仄平平仄仄平平仄仄平仄平平平仄仄仄平平仄仄平平仄仄平平平仄仄仄平平平平平仄仄仄平平平仄仄仄仄平平仄仄平仄平平平仄仄仄平平仄仄平平仄仄仄平仄仄平仄平平仄仄仄平平仄仄
擊梧桐		110	4.13.27.41.55.69.83.98.109	18.31.35.46.51.59.63.74.89.93.105	7.21.43.77.101	中仄平平仄平仄仄平仄平平平仄仄仄平平仄仄平仄仄仄平平仄仄平平仄仄平平中仄中仄平平仄仄仄仄平平仄仄仄仄仄仄平平平仄中仄平平中平仄仄仄仄平平平仄仄仄平平仄仄仄仄仄仄平平平仄平仄平平中仄仄平平仄仄仄平仄仄仄平平平平平仄平仄平仄
折紅梅		108	12.25.29.36.53.57.66.79.83.90.107	4.8.19.44.49.62.73.98.103	15.32.40.69.86.94	仄平平平仄平平仄仄平平平仄仄平平仄仄仄平平平仄仄平仄平平仄仄平仄仄平平平仄仄平仄仄平仄平平仄平仄平平仄仄平仄平平仄仄仄平仄仄平平平平仄平平仄仄平仄仄平平仄平平仄平平平仄平仄仄仄平平仄仄仄仄仄仄仄平平仄平平平仄仄平平仄
折紅梅		108	12.25.36.53.57.66.79.83.90.107	4.8.19.29.44.49.62.73.98.103	15.32.40.69.86.94	仄平平平仄平平仄仄平平平仄平平仄仄平仄仄平平仄平平仄仄平平仄仄仄仄平平平仄仄平仄仄仄仄平平仄平仄平平仄平平仄平平仄仄仄平仄平平仄平平仄仄平仄仄平仄仄仄仄仄平平仄平平仄仄平仄仄平平平仄仄平平仄平仄平平平仄平平仄仄平平仄
泛青苕		108	3.12.25.39.52.58.67.80.94.107	8.15.18.21.32.43.46.63.70.73.76.87.98.103	35.90	仄仄平平仄仄仄平平仄仄平平平平仄仄平仄平平仄仄仄平平平平仄仄平平仄仄仄平仄仄平平仄平平仄仄仄仄平平仄仄平平平平仄仄平平仄平平仄仄仄仄平平平仄仄仄平仄仄平仄仄仄平平平平仄仄平平仄仄仄平仄仄平平平平仄仄平仄仄平平仄仄平平
薄倖		108	3.10.23.37.52.65.81.85.97.107	17.30.42.46.58.70.74.90.101	6.13.26.55.61	仄平平仄仄中仄平平仄仄仄中仄平平平仄中仄中平中仄仄中平平仄平平平平仄仄平平仄仄仄仄平平中平中仄中仄平平中仄中中仄平平仄中仄仄中平仄仄中平中中仄平平中仄中平中仄平平仄仄平平仄仄平平中仄平平仄仄平平仄平平仄仄中仄平平仄仄
薄倖		108	3.10.23.37.52.65.74.81.85.97.107	17.30.42.46.58.70.92.101	6.13.26.55.61.88	仄平平仄仄平仄平平仄仄仄平仄平平平仄平仄平平平仄仄仄平平仄平平平平仄仄平平仄仄仄仄平平平平仄仄平仄平平平仄仄仄仄平平仄仄仄仄平平平仄平平平仄仄平平平仄仄平平仄平平仄仄平平仄仄平平平仄平平平仄平平仄平平仄仄仄仄平平仄仄
薄倖		107	3.10.23.37.52.64.80.84.96.106	17.30.42.46.58.69.73.89.100	6.13.26.55	仄平平仄仄平仄平平仄仄仄仄仄平平平仄仄仄平平仄仄仄仄平平仄平平平平仄仄平平仄仄仄仄平平平平仄仄平仄平平平仄平仄仄平平仄仄仄平平平仄仄平平仄仄平平平仄平平仄仄平平仄仄平平仄仄平平平仄平平仄仄平平仄平平仄仄平仄平平仄仄
倚闌人		108	14.28.39.54.60.69.83.94.107	3.7.18.22.33.43.47.73.77.88.98.102	63	平平平仄平平仄仄平平仄仄平仄仄仄仄平平仄平平仄仄仄仄平平仄仄仄平仄仄平仄仄平平仄平仄平平仄平平仄仄平平仄平平仄仄仄平平仄仄仄仄平仄仄仄平平仄仄仄平平平平仄仄仄仄仄平平仄平仄平仄仄平仄平平仄仄平平平仄仄平平仄仄仄平平仄
惜黃花慢		108	3.12.28.42.45.53.68.84.98.101.107	8.16.22.35.49.59.72.78.91	38.62.94	仄平平仄仄仄仄仄平平平平仄仄仄平平仄平仄仄平平仄仄中平平仄仄平中仄仄平平仄仄仄中平平仄仄平仄仄仄仄平平仄平仄平平仄仄平平仄中仄仄仄平平平仄仄仄平平仄平中仄中平仄仄仄平平仄平平中仄仄平平仄中仄平平平仄平仄仄仄仄仄平平仄
惜黃花慢		108	3.12.16.28.42.45.53.68.72.84.98.101.107	22.35.49.59.78.91	6.62.94	仄平平仄平仄仄仄仄平平平仄仄仄平仄仄平仄仄平平仄仄平平平仄仄平仄仄仄平平仄仄仄平平平仄仄平仄仄仄仄平平仄平仄平平仄仄平平仄仄仄仄仄平平平仄仄仄平仄仄平仄仄平平仄仄仄平平仄平平仄仄仄平平仄仄仄平平平仄平仄仄仄仄仄平平仄
惜黃花慢		108	3.12.28.42.45.53.59.68.84.98.101.107	8.16.20.24.35.49.64.72.76.80.91	38.94	仄仄平平仄仄平仄仄中仄平平仄平中仄仄平仄仄中平仄仄中仄平平仄平中仄平平仄仄平仄平仄平平仄仄平仄平仄仄平仄平平平平仄仄平平仄仄平仄仄仄仄平平仄平平仄仄平仄仄平平仄仄中仄平平仄平仄仄平平仄仄平仄中仄平平仄仄平仄平仄仄平平
一萼紅		108	2.12.26.41.53.68.82.97.107	7.16.20.33.45.49.59.64.72.76.89.103	29.36.85.92	仄平平仄中平中仄中仄仄平平中仄平平中平中仄中仄中仄平平仄中仄中平中仄中中中平仄仄平平中仄平平中平中仄中仄平平中仄中平中仄仄中平中仄中仄平平中仄平平中平中仄中中中仄平平仄中中平平中仄中中中中仄仄平平中仄中平中中中仄平平
一萼紅		107	2.12.26.41.53.68.82.96.106	7.16.20.33.45.49.59.64.72.76.89.102	29.36.85	仄平平仄平平平仄平仄仄平平仄仄平平平平仄仄仄仄平仄平平仄平仄平平仄仄平仄仄平仄仄平平仄仄平平仄平平仄仄仄平平平仄平平仄仄仄平平平仄仄仄平平仄仄平平平平仄仄平平平仄平平仄平平平平仄仄仄平平仄仄平平仄仄平平仄仄平仄平平
一萼紅		108	12.26.41.53.68.82.97.107	2.7.16.20.33.45.49.59.64.72.76.89.101	29.36.85.92	仄平平仄仄平平仄平仄仄平平平仄平平平平仄仄平仄平仄平平仄平仄平平仄仄仄平仄平仄仄平平平仄平平平平仄仄仄仄平平平仄平平仄仄仄平平仄仄仄仄平平仄仄平平平平仄仄平仄平仄平平仄平仄平平仄仄平平仄平仄仄平平仄仄平平仄平仄仄平平
一萼紅		108	12.26.41.53.59.68.82.97.107	3.6.16.20.33.45.49.64.72.76.89.100	29.36.85.103	仄平仄仄平平仄仄仄平平平仄仄仄平平平平平仄平仄平平平仄仄仄仄平平仄仄仄仄仄平仄仄平仄仄仄仄仄仄平仄仄平平平仄平仄仄平平仄仄平平仄仄平平平仄平仄平平仄平仄仄仄仄平平平仄平仄仄平平平仄平仄仄平平仄平仄仄平仄仄仄仄平平仄仄
奪錦標		108	13.27.39.52.58.68.82.94.107	3.7.19.23.32.46.62.74.78.87.101	35.42.90.97	中仄平平中平中仄仄仄平平平仄中仄中平中仄平仄平平中平平仄仄平平中仄仄平中中平平仄仄平平中仄平平仄仄平平平仄中仄平平中仄中仄平平中中中中平仄中仄中平中仄中仄平平中平平仄仄平平中仄仄平中平平平仄仄平平中仄中平仄仄平平平仄
奪錦標		108	13.27.39.52.68.82.94.107	3.7.19.23.32.46.58.62.74.78.87.101	35.42.90.97	平仄平平平平仄仄仄仄平平平仄仄仄平平仄仄平仄平平仄平平仄仄平平平仄仄平平平平平仄仄平平平仄平平仄仄平平平仄平仄平平平仄平仄平平平平仄仄平仄仄仄平平仄仄平仄平平仄平平仄仄平平平仄仄平平平平平仄仄平平平仄平平仄仄平平平仄
奪錦標		106	13.19.27.39.52.66.80.92.105	3.7.23.32.46.58.62.72.76.85.99	35.42.88.95	仄仄平平平平仄仄仄仄平平平仄平仄平平仄仄平仄平平平平平仄仄平平平仄仄平平平平平仄仄平平仄仄平平仄仄平平平仄仄仄平平平仄仄仄平平仄平仄仄平仄平平仄仄仄仄平平平平仄仄仄平平平仄仄平平平平平仄仄平平平仄仄平仄仄平平平仄
菩薩蠻慢		108	3.12.28.39.52.58.67.85.96.107	8.19.24.32.44.48.63.72.76.81.89.103	15.35.92.99	仄平平仄仄平平仄仄仄平仄仄仄仄仄平仄平平仄平仄仄平仄平平仄仄仄平平仄平仄仄平平仄仄平平仄仄仄仄仄平仄仄平仄平平仄平仄仄仄平平仄仄平仄平仄仄仄仄平平平仄平平仄仄仄平平仄仄平仄仄仄平平仄仄仄平平平仄仄平平平平仄仄仄平仄仄
杜韋娘		109	10.25.41.52.55.66.81.97.108	3.18.30.34.44.59.74.88.92.100	13.21.48.69.77.104	中平平仄平平仄仄平平仄仄仄仄平仄平平仄仄仄仄平平平仄中中中仄仄平平仄仄平平仄仄平平仄仄平平仄仄平仄平平仄仄中仄仄平平平仄仄平仄仄仄平仄仄仄中平仄平平仄仄仄仄平平平仄仄平平仄仄平平仄仄平平仄仄平平仄仄平平仄仄仄仄平平仄仄
杜韋娘		109	10.18.25.41.52.66.74.81.97.108	3.30.34.44.48.55.61.86.90.102	13.21.69.77	平平平仄平平仄仄平平仄仄仄仄平仄平平仄仄仄仄平平平仄仄平仄仄仄平平仄仄平平仄仄平平仄仄平平仄仄平平平平平仄平仄仄平仄平平仄仄仄仄平平仄仄仄仄平仄平平仄仄仄仄平平平仄仄平平仄仄平平仄仄仄仄仄仄平平仄仄平平仄仄平仄平平平仄
無愁可解		109	7.13.24.31.38.53.55.68.79.86.93.108	3.18.45.49.59.73.98.102	34.41.62.89.105	中仄中平平中仄仄中中中仄平仄仄平平仄中仄平仄仄仄仄仄仄平平中仄仄仄中仄仄中平仄仄中中仄仄平平仄中仄仄仄中中仄仄仄仄仄平平平平仄平平仄平平仄仄中中仄仄仄仄平平仄仄仄仄平平中仄仄仄仄中仄平平仄仄平仄仄仄平平仄平仄平仄仄平仄
無愁可解		112	7.13.25.39.54.56.70.82.96.111	3.18.32.46.50.63.75.89.103.107	21.35.42.66.78.92.99	仄仄平平平平仄仄仄仄平仄平仄仄平平仄仄仄仄平仄平平仄仄仄平平仄仄仄仄仄仄仄平平仄仄平平仄仄平平仄平仄仄仄平平仄仄仄仄仄平平平仄仄平仄仄仄平平仄仄平仄仄仄仄平平平仄平仄仄仄平平平仄仄仄仄平仄平平仄仄平平仄仄平平仄平仄仄仄平平仄
過秦樓		109	13.27.32.39.52.69.83.95.108	3.7.18.23.44.48.60.65.74.79.88.100.104	35.57.91	仄仄平平平平平仄仄平平仄平平仄仄平平仄仄仄仄平平仄仄平平仄仄仄平平仄平平仄仄平平仄平平平仄平平平仄平仄平平仄仄平仄仄平平仄仄平平仄仄平仄平平平仄平平仄仄平平仄仄仄仄平平平仄仄平平仄平平仄仄平平仄平平仄仄平仄平平平仄平平
江城子慢		109	4.12.15.24.27.42.54.69.72.81.84.99.108	34.48.60.65.91	7.18.37.75.94	中平仄平仄平仄仄中中仄平仄仄平仄平中仄仄仄中平平仄仄平仄中仄平平平仄仄平平仄平平平仄仄仄中仄仄平平平平仄仄平仄平平平平仄仄仄平平中仄平仄平仄仄平仄平平仄中仄平平平仄仄平仄平仄平平平仄仄平平仄平平平仄仄仄平中仄平平仄平仄
江城子慢		110	4.12.15.24.27.42.54.60.69.73.82.85.100.109	34.48.65.92	7.18.37.76.95	仄平仄平仄平仄仄平平仄平仄仄平仄平平仄仄仄平平平仄仄平仄仄仄平平平仄仄平平仄平平平仄仄仄平仄仄平平平平仄仄平仄平平平平仄仄仄平平仄仄平仄平仄仄仄平仄平平仄仄仄平平平仄仄平仄平仄平平平仄仄平平仄平平平仄仄仄平平仄平平仄平仄
江南春慢		109	13.24.29.36.53.59.68.79.84.91.108	3.7.17.43.47.56.64.72.98.102	20.32.39.75.87.94	平仄平平平平仄仄平平平仄平仄平平仄仄仄仄平平仄平仄平仄平平仄平平仄仄平仄仄仄仄仄平平仄仄仄仄平平平平仄仄平仄平平仄平仄仄仄仄仄平平仄平平仄平平仄仄仄仄仄平平平仄平仄平平仄平平仄仄平仄仄平仄仄平仄仄平平仄平平平平仄平平仄
罥馬索		109	9.20.35.49.51.66.79.94.108	2.13.24.28.42.55.59.72.83.87.103	38.97	仄平平平仄平平仄平仄平平仄仄仄平平仄平平仄平平仄仄仄平平仄仄仄平平平平仄仄仄平仄仄平平仄仄仄平仄平仄平仄仄平平仄仄平平仄仄仄平平仄平仄仄仄平平平仄平平平仄平平仄平平仄仄仄仄平平平仄平平平平仄仄仄平仄平平仄仄仄平平仄平仄
八寶妝		110	13.26.43.53.69.83.90.97.109	3.7.20.30.36.49.59.63.76.102	72.79.86	平仄平平仄平平仄仄仄仄平平仄平仄平平平仄仄仄仄平平平仄平平平仄仄中平仄平平平平平仄平平仄平仄仄平平仄平平平仄中中仄仄中平仄平仄仄中平平仄平仄仄平仄中平中仄仄平仄平平平仄仄平仄平平仄仄仄平平仄平平仄仄仄仄平平平平仄仄平平仄
八寶妝		110	13.26.30.43.53.63.69.76.83.90.97.109	3.7.20.36.49.59.102	72.79.86	平仄平平仄平平仄仄仄仄平平仄平仄平平平仄仄仄仄平平平仄平平平仄仄仄平仄平平平平平仄平平仄平仄仄平平仄平平平仄仄平仄仄仄平仄平仄仄平平平仄平仄仄平仄平平平仄仄平仄平平平仄仄平仄平平仄仄仄平平仄平平仄仄仄仄平平平平仄仄平平仄
疏影	綠意	110	3.12.26.40.53.68.82.96.109	8.16.20.33.47.59.64.72.76.89.103	36.43.92.99	中平仄仄仄中平仄仄中中平仄中仄平平中仄平平中中中中平仄中平中仄平平仄中中中中平平仄仄中平中仄平平中仄中平平仄平仄平平仄仄仄中中仄仄平仄平仄仄仄平平中仄平平中仄中平中仄中平中仄平平仄中中仄中平平仄仄中中中仄平平中仄仄平平仄
疏影	綠意	110	3.12.26.40.53.68.82.96.109	16.20.33.47.59.64.72.76.89.103	6.36.43.92	仄平仄仄仄仄平平仄仄平平仄仄仄平平平仄平平平仄仄平平仄平平仄仄平平仄仄平平仄平平仄仄仄平仄仄平平仄仄仄平平仄平仄平平仄仄仄平仄仄仄平仄平仄仄仄平平仄仄平平平仄平平仄仄仄平仄仄平平仄仄平仄平平平仄仄仄平平仄平平平仄仄平平仄
疏影	綠意	110	12.26.40.53.68.82.96.109	3.8.16.20.33.47.59.64.72.76.89.103	36.43.92.99	平平仄仄仄平平仄仄平平平仄仄仄平平平仄平平平平仄仄平仄平平仄仄平平仄仄平仄平平平仄仄仄平平仄平平平仄仄平平仄平仄平平仄仄仄平平仄仄平仄平仄仄仄平平仄仄平平仄仄仄平平仄平平仄仄平平仄仄仄仄仄平平仄仄仄平平仄平平仄仄仄平平仄
疏影	綠意	110	12.26.40.53.59.68.82.96.109	3.8.16.20.33.47.64.72.76.89.103	36.43.92.99	仄平仄仄仄平平仄仄平平仄仄平仄平平仄仄平平仄仄仄仄平仄平平仄仄平平仄仄仄仄仄平平仄仄仄平平仄平平仄仄仄平平仄平仄平平仄仄仄仄平仄仄平仄平仄仄仄平平仄仄平平仄仄仄平平仄平平仄仄平平仄平平仄仄平平仄仄仄平平仄平平仄仄仄平平仄
疏影	綠意	110	3.12.26.40.53.68.82.96.109	8.16.20.33.45.49.59.64.72.76.89.103	36.92.99	平平仄仄仄仄平仄仄平仄平仄仄仄平平平仄平平仄仄平平平仄平平仄仄平平仄仄仄仄仄平平仄仄仄平平仄平平仄仄仄平平仄平仄平平仄仄仄平仄仄仄平仄平仄仄仄平平仄仄平平仄仄平平平仄仄平仄仄平平仄仄仄仄仄平平仄仄仄平仄仄平平仄仄仄平平仄
大聖樂		110	11/28.43.55.69.82.97.109	3.7.18.24.35.46.51.61.74.78.86.90.100.105	14.38.64	平仄平平仄平平仄仄平平仄仄仄仄仄仄平平仄仄仄平平仄平仄平平仄平平平平仄仄仄平仄平平平仄平平平仄仄平平仄仄平仄平平平平仄仄仄仄仄中仄平平平仄平仄仄平平仄仄中仄仄平仄平平仄仄平平平平平仄中仄平平平仄平平平仄仄平平仄仄平仄平平
大聖樂		108	11.28.43.55.61.69.82.97.107	3.7.18.22.35.46.51.74.78.89.100	38.64.103	中仄平平仄平平仄仄平平仄仄仄平中仄平平中仄仄平平仄中平平仄仄仄中平平中仄仄仄仄平平平仄仄平平仄仄平中仄中平仄平仄平平仄平仄仄仄中仄平平平仄仄仄仄平平仄平平中仄平平平仄仄仄中平平平仄仄平仄平平平仄仄平平仄仄平平仄平平仄
大聖樂		110	11.28.43.46.55.61.69.84.99.102.109	3.7.18.22.35.51.74.78.91	14.38.94.105	仄仄平平仄平平仄仄平平仄仄仄平平仄平平仄仄仄平平仄平平平仄仄仄仄平平平仄仄仄仄平平平仄仄平平仄仄平仄仄平平仄平仄平平仄平仄仄仄仄仄平平平仄仄仄仄平平仄平平仄仄平仄平平平仄仄仄仄平平平仄仄平仄平平平仄仄平平仄仄平平仄平平仄
高山流水		110	6.13.24.31.44.54.56.68.79.86.99.109	18.34.40.49.61.73.89.95.103	9.27.64.82.106	仄平仄仄仄平平仄平平平仄平平平仄仄平平平平仄仄平平平平仄仄仄平平平平仄平仄平平仄仄仄仄平平仄平平仄仄仄仄仄平平平平平平仄平仄平仄仄仄仄平平平仄仄平平仄仄仄仄平平仄平平仄仄平平仄平仄平仄平平仄仄仄仄平平仄平平仄仄平仄仄平平
慢卷綢		111	12.29.42.55.59.67.84.97.110	3.7.17.21.25.33.37.47.51.72.78.88.92.102.106	62	中中中中平平仄仄中仄平平仄仄中仄平平仄仄平平中中仄中平平中仄仄仄平平仄平平仄中仄平平仄仄仄仄平平仄仄平平平仄平仄平平仄仄平平仄中仄平平仄仄中仄平平仄仄平平仄仄仄仄仄平平仄仄仄中平仄平平仄中仄平平仄仄中仄平平仄仄平平中仄平仄
慢卷綢		110	12.29.42.54.58.66.83.96.109	3.7.17.21.25.33.37.48.71.75.79.87.91.101.105	61	仄仄平平平平仄仄仄仄平平仄仄仄仄平平仄仄平平仄仄仄平平平仄仄仄仄平平仄平平仄仄仄平平仄仄仄平平仄仄平平平仄平仄平平仄仄平平仄平仄平平仄仄仄仄平平仄平平仄平平仄仄平平仄仄仄仄仄平仄平平仄仄仄平平仄仄仄仄平平仄仄平平平仄平仄
選冠子		111	13.27.41.54.71.85.99.110	3.7.17.21.33.37.46.50.61.65.75.79.89.95.104	57	中仄平平中平中仄中仄中平平仄平平仄仄中仄平平中仄仄平平仄平仄中中中平中仄平平中平中仄仄中平中仄中中平仄仄平平仄中中中中仄平平中平中仄中仄中平平仄平平仄仄中仄平平中仄仄平平仄中仄平平仄平中仄平平中平中仄仄平平中仄平仄中平中仄
選冠子		111	13.27.41.54.71.85.99.110	3.7.17.21.31.37.46.50.61.65.75.79.89.95.106	57.102	仄仄平平平平平仄仄仄平平平仄平平仄仄仄仄平平平仄仄平平仄平仄平平仄平平仄平平平平平仄仄仄平平仄平平平仄仄平平仄仄仄平仄仄平平仄平平仄仄仄平平平仄平平仄仄仄仄平平平仄仄平平仄仄仄平平仄平平仄平平平平仄仄仄平平平仄平平平平仄仄
選冠子		111	13.27.41.54.71.85.99.110	3.7.17.21.31.37.46.50.61.65.75.79.89.95.104	57	仄仄平平仄平平仄仄仄仄平平仄平平仄仄仄仄平平仄仄仄平平仄平仄平平仄平仄仄平平平平平仄仄平平仄仄平平平仄仄平平仄平仄仄仄仄平平平平平仄仄仄仄平平仄平平仄仄平仄平平仄仄仄平平仄平仄平平仄平平仄平平仄平平仄仄平平仄仄平仄平平仄仄
選冠子		111	13.27.41.54.71.85.99.110	3.7.17.21.31.35.46.50.61.65.75.79.89.93.106	57.102	仄仄平平平平仄仄仄仄仄平平仄平平仄仄仄仄平平平仄仄平平仄平仄平平仄平平仄平仄平平平仄仄平平平仄平仄平仄仄平平仄平仄仄仄仄平平平平仄仄仄仄平平平仄平平仄仄仄仄平平平仄仄平平仄平仄平平仄平平仄仄仄仄平平仄仄平平平仄平平平平仄仄
選冠子		113	13.27.41.54.71.85.99.112	3.7.17.21.33.37.46.50.61.65.75.79.91.95.104.108	57	仄仄平平平平平仄仄仄平平平仄平平仄仄仄仄平平平仄仄平平仄平仄平平仄平平仄平平仄平平仄仄平平平仄平平平仄仄平平仄平仄仄平仄平平平平平仄仄仄平平平仄平平仄仄仄仄平平仄仄仄平平仄平仄平平仄平平仄仄平平平平仄仄平平平仄平平平仄仄平平仄
選冠子		113	13.27.41.54.71.85.99.112	3.7.17.21.31.35.48.61.65.75.79.91.95.104.108	44.57	仄仄平平平平仄仄仄仄仄平平仄平平仄仄仄仄平平平仄仄平平仄平仄平平仄平平仄平平仄平平仄仄平平仄仄平平平仄仄平平仄平仄仄仄仄平平平平仄仄仄仄仄平平仄平平仄仄仄仄平平平仄仄平平仄平仄仄仄平平平仄平平仄平平仄仄平平仄仄平平平仄仄平平仄
選冠子		113	13.27.41.54.71.85.99.112	3.7.17.21.31.35.48.61.65.75.79.91.95.106	44.57.102	平仄平平平平仄仄平仄仄平平仄平平仄仄仄仄平平平仄仄平平仄仄仄平平仄仄平平仄仄平平平仄仄平平仄仄平平平仄仄平平仄平仄仄仄仄平平仄平平仄平仄仄平平仄平平仄仄仄仄平平平仄仄平平仄平仄仄仄仄仄平仄平平仄平平仄仄平平仄仄平平平仄仄平平仄
選冠子		113	13.27.41.54.71.85.99.112	3.7.17.21.31.35.46.50.61.65.75.79.89.93.104.108	57	仄仄平平平平平仄仄仄仄平平仄平平仄仄仄仄平平平仄仄平平仄仄仄平平仄平平仄平仄仄平平仄仄平平平仄平平平仄仄平平仄平仄仄仄仄平平平平平仄仄仄仄平平仄平平仄仄仄仄平平平仄仄平平仄平仄平平仄平平仄仄仄仄平平仄仄仄平平仄平平平仄仄平平仄
選冠子		113	13.27.41.54.71.85.99.112	3.7.17.21.31.35.44.48.61.65.75.79.89.93.106	57.102	平仄平平仄平平仄平仄仄平平仄平平仄仄平仄平平仄仄仄平平仄平仄平平仄平平仄仄仄仄平平仄仄平平平仄平平平仄仄平平仄平仄仄仄仄平平仄平平仄仄仄仄平平仄平平平仄平仄平平仄仄仄平平仄平平仄仄仄仄平平平仄仄平平仄仄仄平平仄平平平仄仄平平仄
選冠子		113	13.27.41.54.71.85.99.112	3.7.17.21.33.37.46.50.61.65.75.79.89.95.104.108	57	仄仄平平平平仄仄仄仄仄平平仄平平仄仄仄仄平平仄仄仄平平仄平仄仄仄平平仄仄平平仄平平仄仄平平仄仄仄平平仄仄平平仄平平仄仄仄平平仄平平仄仄仄仄平平仄平平仄仄仄仄平平平仄仄平平仄仄仄平平仄平仄仄平平仄平平仄仄平平平仄平平仄仄仄平平仄
選冠子		113	13.27.41.54.71.85.99.112	3.7.17.21.31.35.46.50.61.65.75.79.91.95.104.108	57	仄仄平平平平平仄仄仄仄平平仄平平仄仄仄仄平平平仄仄平平仄仄仄平平平平仄仄平平仄平平仄仄仄平平仄平平平仄仄平平仄仄仄仄仄仄平平平平平仄仄仄仄平平仄平平仄仄仄仄平平平仄仄平平仄平仄平平仄仄仄仄平平仄平平仄仄平平平仄平平仄仄仄平平仄
選冠子		114	13.27.41.54.71.85.99.113	3.7.17.21.31.35.48.61.65.75.79.89.93.103.107	44.57	平仄平平仄平平仄平仄仄平平仄平仄平平仄平平仄平仄仄平平仄平仄平平平平平仄平仄仄平平仄仄平平平仄平平仄仄仄平平仄平仄仄平仄平平仄平平仄平仄平平平仄仄仄平平平平仄仄平仄仄平平仄平仄平平仄平平仄仄仄仄平仄仄平平仄仄仄仄平平仄仄仄平平仄
選冠子		113	13.27.41.54.57.71.85.99.112	3.7.17.21.31.35.48.61.65.75.79.89.93.106	44.102	平仄平平平平平仄平仄仄平平仄平仄平平仄平平仄仄仄仄平平仄仄仄平平平平仄仄仄仄仄平平仄仄平平仄仄平平平仄仄平平仄平仄仄仄仄平平平平仄仄平仄仄平平仄平仄平平仄平平仄仄仄仄平平仄仄仄平平平平仄仄仄仄仄平平仄仄平平平仄平平仄仄仄平平仄
