# CMUdict letter-to-sound rules, derived by Viterbi-EM alignment.
# BUILT BY quality/g2p.py --train.  Training split = 105744 CMUdict headwords; 11749 held out (fraction 0.1, seed 20260811).
# Doctrine 13: these rules come from CMUdict, so any accuracy quoted for them is on the HELD-OUT split and nowhere else.
#kind	level	key	phones	count
S	0	3|bly	100	19
S	0	3|boa	010	2
S	0	3|bom	102	1
S	0	3|bon	102	2
S	0	3|boo	102	1
S	0	3|bor	010	2
S	0	3|bos	010	4
S	0	3|bot	102	1
S	0	3|bou	102	2
S	0	3|box	102	1
S	0	3|boy	102	2
S	0	3|bra	100	2
S	0	3|bre	010	4
S	0	3|bri	212	1
S	0	3|bro	010	3
S	0	3|bry	100	1
S	0	3|bta	111	1
S	0	3|bue	102	1
S	0	3|bug	102	2
S	0	3|bul	201	1
S	0	3|buo	010	1
S	0	3|bus	100	6
S	0	3|but	100	1
S	0	3|buy	102	1
S	0	3|bwa	010	1
S	0	3|bya	120	1
S	0	3|byl	010	2
S	0	3|byu	111	1
S	0	3|cab	102	1
S	0	3|cai	102	1
S	0	3|cal	100	47
S	0	3|cam	010	1
S	0	3|can	100	11
S	0	3|cao	010	1
S	0	3|cap	102	1
S	0	3|car	010	2
S	0	3|cas	010	2
S	0	3|cat	102	2
S	0	3|cbc	221	1
S	0	3|cbs	221	1
S	0	3|cca	010	6
S	0	3|ccd	221	1
S	0	3|cce	010	1
S	0	3|cci	010	32
S	0	3|cco	010	13
S	0	3|ccs	111	1
S	0	3|cdc	221	1
S	0	3|cea	221	1
S	0	3|ced	201	9
S	0	3|cee	010	1
S	0	3|cef	102	1
S	0	3|cek	100	25
S	0	3|cel	102	1
S	0	3|cem	100	1
S	0	3|cen	110	1
S	0	3|ceo	121	1
S	0	3|cer	010	7
S	0	3|ces	100	41
S	0	3|cet	102	2
S	0	3|cey	100	1
S	0	3|cfo	121	1
S	0	3|cgi	221	1
S	0	3|cha	010	5
S	0	3|che	010	7
S	0	3|chi	010	30
S	0	3|cho	010	5
S	0	3|chs	102	4
S	0	3|cht	100	6
S	0	3|chu	212	1
S	0	3|chy	010	2
S	0	3|cia	010	17
S	0	3|cic	010	5
S	0	3|cid	010	1
S	0	3|cie	100	1
S	0	3|cik	100	4
S	0	3|cil	120	1
S	0	3|cin	100	2
S	0	3|cio	100	23
S	0	3|cis	010	2
S	0	3|cit	010	4
S	0	3|cka	010	4
S	0	3|cke	100	2
S	0	3|cki	010	79
S	0	3|cks	102	14
S	0	3|cky	010	6
S	0	3|cle	100	24
S	0	3|clo	221	1
S	0	3|cly	100	1
S	0	3|cmu	111	1
S	0	3|cni	210	1
S	0	3|cnn	111	1
S	0	3|cny	010	2
S	0	3|coa	210	2
S	0	3|cof	102	1
S	0	3|col	102	2
S	0	3|com	100	11
S	0	3|con	102	9
S	0	3|cop	102	1
S	0	3|cor	102	5
S	0	3|cos	010	2
S	0	3|cot	102	1
S	0	3|cps	121	1
S	0	3|cpu	221	1
S	0	3|cre	120	3
S	0	3|crm	111	1
S	0	3|cry	100	1
S	0	3|csi	121	1
S	0	3|csv	111	1
S	0	3|cta	010	2
S	0	3|cto	010	1
S	0	3|cts	102	9
S	0	3|cty	100	1
S	0	3|cua	010	1
S	0	3|cue	102	1
S	0	3|cum	100	3
S	0	3|cup	102	1
S	0	3|cur	001	1
S	0	3|cus	010	4
S	0	3|cut	102	2
S	0	3|cxc	111	1
S	0	3|czy	010	1
S	0	3|dad	102	2
S	0	3|dah	010	1
S	0	3|dai	010	1
S	0	3|dal	210	3
S	0	3|dam	102	3
S	0	3|dan	010	4
S	0	3|dar	100	1
S	0	3|das	010	7
S	0	3|dat	102	1
S	0	3|day	102	16
S	0	3|dco	010	1
S	0	3|ddo	010	1
S	0	3|ddy	120	2
S	0	3|dea	100	4
S	0	3|ded	010	96
S	0	3|dee	100	2
S	0	3|dek	100	1
S	0	3|del	100	3
S	0	3|dem	102	1
S	0	3|den	010	15
S	0	3|deo	010	2
S	0	3|der	100	70
S	0	3|des	102	34
S	0	3|det	100	1
S	0	3|dex	102	2
S	0	3|dey	100	1
S	0	3|dez	010	8
S	0	3|dge	102	7
S	0	3|dia	100	21
S	0	3|dic	010	11
S	0	3|did	102	1
S	0	3|die	100	4
S	0	3|dil	102	1
S	0	3|dim	010	2
S	0	3|din	100	9
S	0	3|dio	100	4
S	0	3|dis	102	2
S	0	3|dit	020	1
S	0	3|dix	010	1
S	0	3|diz	010	1
S	0	3|dji	010	1
S	0	3|dle	010	8
S	0	3|dly	100	31
S	0	3|dmz	122	1
S	0	3|dna	121	1
S	0	3|dnc	122	1
S	0	3|dns	221	1
S	0	3|dny	010	4
S	0	3|doa	210	1
S	0	3|doe	010	1
S	0	3|dog	102	1
S	0	3|dol	010	1
S	0	3|dom	100	2
S	0	3|don	100	11
S	0	3|doo	102	1
S	0	3|dor	102	7
S	0	3|dos	010	5
S	0	3|dot	120	1
S	0	3|dou	102	1
S	0	3|dov	102	1
S	0	3|dow	100	2
S	0	3|dox	102	2
S	0	3|dra	010	7
S	0	3|dre	010	2
S	0	3|dri	010	2
S	0	3|dro	010	2
S	0	3|dry	100	7
S	0	3|dss	111	1
S	0	3|dsv	111	1
S	0	3|dua	100	1
S	0	3|due	101	1
S	0	3|dui	111	1
S	0	3|dum	010	2
S	0	3|dur	100	3
S	0	3|dus	100	4
S	0	3|dvd	221	1
S	0	3|dys	100	1
S	0	3|dza	210	1
S	0	3|dze	210	1
S	0	3|ead	102	15
S	0	3|eae	010	1
S	0	3|eaf	102	2
S	0	3|eag	102	1
S	0	3|eah	010	1
S	0	3|eak	102	1
S	0	3|eal	100	3
S	0	3|eam	102	2
S	0	3|ean	010	10
S	0	3|eap	111	1
S	0	3|ear	102	6
S	0	3|eas	100	7
S	0	3|eat	102	3
S	0	3|eau	102	23
S	0	3|eba	010	2
S	0	3|ebe	010	1
S	0	3|ebo	010	3
S	0	3|ebt	102	1
S	0	3|eby	100	4
S	0	3|eca	010	8
S	0	3|ece	102	3
S	0	3|ech	102	19
S	0	3|eck	102	16
S	0	3|eco	210	5
S	0	3|ect	201	9
S	0	3|ecy	100	2
S	0	3|eda	010	32
S	0	3|ede	201	3
S	0	3|edi	010	5
S	0	3|edo	010	14
S	0	3|eds	102	4
S	0	3|edy	100	7
S	0	3|eed	102	5
S	0	3|eek	102	3
S	0	3|eel	102	2
S	0	3|een	102	10
S	0	3|eeo	111	1
S	0	3|eep	201	2
S	0	3|eer	201	15
S	0	3|ees	201	12
S	0	3|eet	102	4
S	0	3|eev	201	1
S	0	3|eff	102	1
S	0	3|eft	221	1
S	0	3|efy	102	1
S	0	3|ega	010	3
S	0	3|ege	102	1
S	0	3|egg	100	1
S	0	3|ego	010	6
S	0	3|egy	102	1
S	0	3|eha	010	1
S	0	3|ehl	100	1
S	0	3|eho	100	1
S	0	3|ehr	102	1
S	0	3|ehy	100	1
S	0	3|eia	210	2
S	0	3|eic	010	1
S	0	3|eid	010	1
S	0	3|eie	100	1
S	0	3|eig	100	2
S	0	3|eil	100	1
S	0	3|eim	102	6
S	0	3|ein	102	40
S	0	3|eis	100	2
S	0	3|eit	010	2
S	0	3|eja	010	3
S	0	3|ejo	010	7
S	0	3|eka	010	4
S	0	3|eke	100	3
S	0	3|eki	010	1
S	0	3|eko	010	1
S	0	3|eks	102	1
S	0	3|ela	010	24
S	0	3|eld	102	37
S	0	3|ele	010	2
S	0	3|elf	001	1
S	0	3|eli	010	6
S	0	3|ell	100	16
S	0	3|elm	201	2
S	0	3|elo	010	11
S	0	3|els	100	7
S	0	3|elt	102	3
S	0	3|ely	010	29
S	0	3|ema	010	21
S	0	3|eme	102	2
S	0	3|emi	010	6
S	0	3|emp	012	1
S	0	3|ems	120	2
S	0	3|emy	100	4
S	0	3|ena	010	40
S	0	3|end	201	4
S	0	3|ene	102	20
S	0	3|eng	102	1
S	0	3|eni	010	2
S	0	3|eno	010	12
S	0	3|ens	100	14
S	0	3|ent	010	152
S	0	3|enu	010	1
S	0	3|eny	100	7
S	0	3|enz	100	1
S	0	3|eok	100	1
S	0	3|eon	100	12
S	0	3|eor	100	1
S	0	3|eos	102	4
S	0	3|epa	010	3
S	0	3|eph	010	1
S	0	3|epo	010	1
S	0	3|eps	102	1
S	0	3|ept	201	2
S	0	3|epy	010	1
S	0	3|era	010	52
S	0	3|ere	102	10
S	0	3|erf	102	1
S	0	3|erg	100	105
S	0	3|eri	010	37
S	0	3|erm	102	2
S	0	3|ern	210	8
S	0	3|ero	010	45
S	0	3|erp	010	1
S	0	3|ers	120	201
S	0	3|ert	100	6
S	0	3|eru	012	1
S	0	3|ery	100	137
S	0	3|esa	010	7
S	0	3|ese	010	16
S	0	3|esh	102	2
S	0	3|esi	010	5
S	0	3|esk	102	1
S	0	3|eso	010	3
S	0	3|ess	100	164
S	0	3|est	100	81
S	0	3|esy	100	2
S	0	3|eta	010	26
S	0	3|ete	102	4
S	0	3|eth	100	15
S	0	3|eti	100	1
S	0	3|eto	010	6
S	0	3|ets	102	7
S	0	3|ett	100	8
S	0	3|ety	100	9
S	0	3|etz	100	1
S	0	3|eum	100	2
S	0	3|eur	100	4
S	0	3|eus	120	3
S	0	3|euw	100	1
S	0	3|eux	100	5
S	0	3|euz	010	1
S	0	3|eva	010	2
S	0	3|eve	102	2
S	0	3|evi	010	1
S	0	3|evs	100	1
S	0	3|evy	010	2
S	0	3|ewa	102	1
S	0	3|ews	102	2
S	0	3|ewy	100	1
S	0	3|exa	010	2
S	0	3|exi	010	1
S	0	3|ext	102	1
S	0	3|exy	010	1
S	0	3|eya	010	1
S	0	3|eye	102	2
S	0	3|eza	210	1
S	0	3|eze	102	1
S	0	3|ezo	210	1
S	0	3|ezy	210	1
S	0	3|fal	100	2
S	0	3|fan	100	1
S	0	3|far	100	1
S	0	3|fas	100	1
S	0	3|fat	100	2
S	0	3|fax	102	3
S	0	3|fay	102	1
S	0	3|fbi	111	1
S	0	3|fcc	221	1
S	0	3|fda	221	1
S	0	3|fed	102	6
S	0	3|fee	102	2
S	0	3|fel	100	3
S	0	3|fen	100	2
S	0	3|feo	100	3
S	0	3|fer	100	25
S	0	3|fex	100	1
S	0	3|fey	010	3
S	0	3|ffa	010	1
S	0	3|ffe	010	1
S	0	3|ffi	010	1
S	0	3|ffo	010	1
S	0	3|ffs	102	2
S	0	3|ffy	100	1
S	0	3|fia	100	1
S	0	3|fic	010	5
S	0	3|fie	010	3
S	0	3|fil	100	1
S	0	3|fin	100	8
S	0	3|fit	100	1
S	0	3|fka	010	1
S	0	3|fle	010	2
S	0	3|flo	010	1
S	0	3|fly	102	2
S	0	3|fon	100	1
S	0	3|for	102	1
S	0	3|fos	221	1
S	0	3|fox	102	2
S	0	3|fre	010	1
S	0	3|fry	100	1
S	0	3|ftp	221	1
S	0	3|fts	102	4
S	0	3|ful	010	21
S	0	3|fur	100	1
S	0	3|fus	102	1
S	0	3|fut	100	1
S	0	3|gai	010	1
S	0	3|gaj	102	1
S	0	3|gal	100	7
S	0	3|gam	100	1
S	0	3|gan	100	56
S	0	3|gao	010	1
S	0	3|gap	100	1
S	0	3|gar	100	8
S	0	3|gas	010	5
S	0	3|gat	100	1
S	0	3|gay	221	1
S	0	3|gby	100	1
S	0	3|gco	010	1
S	0	3|gdp	111	1
S	0	3|ged	010	10
S	0	3|gee	102	2
S	0	3|gel	120	4
S	0	3|gem	100	3
S	0	3|gen	100	30
S	0	3|geo	100	1
S	0	3|ger	100	376
S	0	3|ges	100	45
S	0	3|get	201	1
S	0	3|gey	100	1
S	0	3|gge	210	1
S	0	3|ggi	010	4
S	0	3|ghe	100	1
S	0	3|ghi	010	1
S	0	3|ght	102	14
S	0	3|ghy	100	1
S	0	3|gia	010	3
S	0	3|gic	010	5
S	0	3|gie	100	2
S	0	3|gil	102	1
S	0	3|gim	100	1
S	0	3|gin	100	7
S	0	3|gio	100	10
S	0	3|gis	210	1
S	0	3|gle	010	6
S	0	3|gly	100	38
S	0	3|gma	010	1
S	0	3|gms	102	1
S	0	3|gna	010	9
S	0	3|gne	102	1
S	0	3|gni	010	1
S	0	3|gno	010	9
S	0	3|gnp	221	1
S	0	3|gny	010	1
S	0	3|gon	102	6
S	0	3|gor	010	2
S	0	3|gos	010	4
S	0	3|goy	100	1
S	0	3|gra	210	2
S	0	3|gre	010	1
S	0	3|gro	010	2
S	0	3|gry	100	1
S	0	3|gst	100	1
S	0	3|gua	010	1
S	0	3|gue	102	9
S	0	3|gui	010	1
S	0	3|gun	010	1
S	0	3|gus	010	2
S	0	3|gut	100	1
S	0	3|gyi	010	2
S	0	3|gys	100	1
S	0	3|had	102	1
S	0	3|hah	010	1
S	0	3|hai	102	2
S	0	3|hak	100	1
S	0	3|hal	102	14
S	0	3|ham	102	32
S	0	3|han	100	46
S	0	3|har	100	2
S	0	3|has	010	2
S	0	3|hau	102	1
S	0	3|haw	102	3
S	0	3|hay	100	1
S	0	3|hbo	101	1
S	0	3|hby	100	1
S	0	3|hea	100	8
S	0	3|hed	010	17
S	0	3|hee	010	3
S	0	3|hei	102	1
S	0	3|hek	100	1
S	0	3|hel	100	1
S	0	3|hem	010	3
S	0	3|hen	010	6
S	0	3|her	100	44
S	0	3|hes	100	24
S	0	3|het	102	2
S	0	3|hev	100	3
S	0	3|hew	110	1
S	0	3|hey	010	6
S	0	3|hgh	111	1
S	0	3|hia	100	12
S	0	3|hic	010	2
S	0	3|hii	102	1
S	0	3|hik	010	1
S	0	3|him	201	2
S	0	3|hin	100	3
S	0	3|hio	100	5
S	0	3|hip	102	31
S	0	3|hir	100	1
S	0	3|his	102	1
S	0	3|hiv	111	1
S	0	3|hka	010	4
S	0	3|hke	010	1
S	0	3|hly	100	10
S	0	3|hoa	210	2
S	0	3|hoe	102	3
S	0	3|hol	102	2
S	0	3|hon	100	5
S	0	3|hoo	010	2
S	0	3|hop	110	1
S	0	3|hor	110	1
S	0	3|hot	102	2
S	0	3|hov	100	1
S	0	3|how	102	1
S	0	3|hra	210	1
S	0	3|hse	010	1
S	0	3|hts	102	5
S	0	3|hty	010	1
S	0	3|hua	100	4
S	0	3|hue	100	2
S	0	3|huk	010	2
S	0	3|hur	010	2
S	0	3|hus	010	2
S	0	3|hut	100	2
S	0	3|hwa	010	1
S	0	3|hya	210	1
S	0	3|hye	210	1
S	0	3|iac	102	5
S	0	3|iad	100	2
S	0	3|iah	010	6
S	0	3|iak	100	19
S	0	3|ial	010	26
S	0	3|iam	100	7
S	0	3|ian	100	76
S	0	3|iar	100	3
S	0	3|ias	010	14
S	0	3|iat	100	1
S	0	3|iau	100	1
S	0	3|iay	102	1
S	0	3|iaz	010	1
S	0	3|iba	010	7
S	0	3|ibe	201	1
S	0	3|ibi	102	1
S	0	3|ibm	122	1
S	0	3|ibu	100	1
S	0	3|ica	100	35
S	0	3|ice	010	14
S	0	3|ich	100	60
S	0	3|ici	010	5
S	0	3|ick	100	19
S	0	3|ico	010	19
S	0	3|ics	010	55
S	0	3|ict	102	3
S	0	3|icy	100	1
S	0	3|icz	100	26
S	0	3|ida	010	32
S	0	3|ide	102	36
S	0	3|idi	010	6
S	0	3|ido	010	9
S	0	3|ids	102	4
S	0	3|idt	102	5
S	0	3|idu	010	1
S	0	3|idy	100	3
S	0	3|iec	010	3
S	0	3|ied	102	43
S	0	3|ief	201	1
S	0	3|iej	010	1
S	0	3|iek	100	1
S	0	3|iel	100	14
S	0	3|iem	100	1
S	0	3|ien	100	16
S	0	3|ier	100	236
S	0	3|ies	100	121
S	0	3|iet	102	3
S	0	3|ieu	201	2
S	0	3|iev	102	2
S	0	3|iew	102	3
S	0	3|ifa	010	2
S	0	3|ife	102	2
S	0	3|iff	210	1
S	0	3|ift	100	2
S	0	3|ify	102	41
S	0	3|iga	010	5
S	0	3|ige	011	1
S	0	3|igg	010	1
S	0	3|igh	102	1
S	0	3|igm	102	1
S	0	3|ign	102	1
S	0	3|igo	010	6
S	0	3|igy	100	2
S	0	3|ihe	210	1
S	0	3|ihu	100	1
S	0	3|ihy	100	2
S	0	3|iis	102	1
S	0	3|ija	010	2
S	0	3|ijo	010	3
S	0	3|ika	100	5
S	0	3|ike	102	10
S	0	3|iki	010	2
S	0	3|iko	010	3
S	0	3|iks	010	2
S	0	3|ikt	100	1
S	0	3|ila	010	23
S	0	3|ild	102	2
S	0	3|ile	100	8
S	0	3|ili	010	2
S	0	3|ilk	102	2
S	0	3|ill	102	11
S	0	3|ilm	010	1
S	0	3|ilo	010	5
S	0	3|ils	102	3
S	0	3|ilt	102	3
S	0	3|ilu	100	1
S	0	3|ily	100	37
S	0	3|ima	010	9
S	0	3|ime	102	11
S	0	3|imi	010	1
S	0	3|imo	102	3
S	0	3|ims	102	1
S	0	3|ina	010	103
S	0	3|ind	102	6
S	0	3|ine	102	110
S	0	3|ing	010	726
S	0	3|ini	010	65
S	0	3|ink	102	3
S	0	3|ino	010	110
S	0	3|ins	100	13
S	0	3|int	102	7
S	0	3|iny	100	3
S	0	3|ioc	102	1
S	0	3|iod	100	2
S	0	3|iol	100	1
S	0	3|iom	100	1
S	0	3|ion	010	292
S	0	3|ior	010	3
S	0	3|ios	010	5
S	0	3|iot	100	7
S	0	3|iou	221	1
S	0	3|ioz	100	1
S	0	3|ipa	210	2
S	0	3|ipe	010	2
S	0	3|ips	102	12
S	0	3|ipt	102	2
S	0	3|ipy	100	1
S	0	3|iqi	010	1
S	0	3|ira	010	34
S	0	3|ird	102	5
S	0	3|ire	010	17
S	0	3|iri	010	5
S	0	3|irk	100	2
S	0	3|irm	201	2
S	0	3|iro	010	19
S	0	3|irs	121	1
S	0	3|irt	102	2
S	0	3|iry	012	1
S	0	3|isa	010	13
S	0	3|isc	102	1
S	0	3|ise	102	16
S	0	3|ish	010	18
S	0	3|isi	010	9
S	0	3|isk	100	3
S	0	3|ism	100	14
S	0	3|iso	010	6
S	0	3|iss	100	3
S	0	3|ist	100	86
S	0	3|isy	100	1
S	0	3|ita	010	58
S	0	3|ite	102	57
S	0	3|ith	102	11
S	0	3|iti	010	6
S	0	3|ito	010	27
S	0	3|its	010	10
S	0	3|itt	100	4
S	0	3|ity	100	41
S	0	3|itz	100	40
S	0	3|ium	100	32
S	0	3|ius	100	24
S	0	3|iva	010	7
S	0	3|ive	010	105
S	0	3|ivo	010	3
S	0	3|ivy	100	1
S	0	3|iwa	010	1
S	0	3|iya	010	3
S	0	3|iyu	010	1
S	0	3|iza	010	4
S	0	3|ize	102	112
S	0	3|izi	010	1
S	0	3|izo	010	3
S	0	3|izu	010	2
S	0	3|jah	010	2
S	0	3|jal	001	2
S	0	3|jan	001	1
S	0	3|jar	001	1
S	0	3|jas	010	4
S	0	3|jay	010	1
S	0	3|jda	010	1
S	0	3|jee	010	4
S	0	3|jet	102	2
S	0	3|jfk	121	1
S	0	3|jia	100	1
S	0	3|jii	010	1
S	0	3|jin	010	1
S	0	3|jio	100	1
S	0	3|jka	010	1
S	0	3|jna	111	1
S	0	3|jno	010	1
S	0	3|jom	201	1
S	0	3|jon	100	3
S	0	3|jos	010	4
S	0	3|jsi	010	1
S	0	3|juk	010	1
S	0	3|juu	100	1
S	0	3|kah	100	3
S	0	3|kai	010	3
S	0	3|kan	010	4
S	0	3|kao	010	2
S	0	3|kar	102	1
S	0	3|kas	010	8
S	0	3|kat	102	1
S	0	3|kau	010	1
S	0	3|kea	210	1
S	0	3|ked	201	3
S	0	3|kee	102	1
S	0	3|kel	100	2
S	0	3|ken	010	12
S	0	3|keo	210	1
S	0	3|ker	100	79
S	0	3|kes	102	5
S	0	3|ket	120	9
S	0	3|key	010	11
S	0	3|kgb	221	1
S	0	3|kia	010	1
S	0	3|kie	010	2
S	0	3|kin	010	12
S	0	3|kio	010	2
S	0	3|kis	010	5
S	0	3|kit	212	1
S	0	3|kka	010	1
S	0	3|kle	100	4
S	0	3|kly	010	1
S	0	3|kog	010	1
S	0	3|kol	102	1
S	0	3|kom	100	2
S	0	3|kon	100	1
S	0	3|kos	210	1
S	0	3|kov	102	6
S	0	3|kow	102	1
S	0	3|kry	100	1
S	0	3|ksy	010	1
S	0	3|ktu	201	1
S	0	3|kui	010	1
S	0	3|kuk	100	1
S	0	3|kuo	100	1
S	0	3|kur	100	1
S	0	3|kus	100	1
S	0	3|kyo	010	1
S	0	3|lab	102	6
S	0	3|lac	102	2
S	0	3|lad	102	1
S	0	3|lae	102	3
S	0	3|lah	010	7
S	0	3|lai	010	1
S	0	3|lak	010	3
S	0	3|lam	010	1
S	0	3|lan	010	15
S	0	3|lar	100	26
S	0	3|las	010	14
S	0	3|lat	102	2
S	0	3|lau	100	1
S	0	3|lav	100	4
S	0	3|law	102	3
S	0	3|lax	102	1
S	0	3|lay	102	6
S	0	3|lba	210	1
S	0	3|lbe	012	1
S	0	3|lbo	010	1
S	0	3|lby	100	1
S	0	3|lcb	221	1
S	0	3|lch	100	1
S	0	3|lco	010	7
S	0	3|lcs	111	1
S	0	3|lcy	100	1
S	0	3|lda	010	18
S	0	3|lde	010	2
S	0	3|ldi	010	11
S	0	3|ldo	010	13
S	0	3|lds	102	2
S	0	3|ldt	100	3
S	0	3|ldy	010	2
S	0	3|lea	100	7
S	0	3|leb	010	1
S	0	3|lec	010	2
S	0	3|led	010	39
S	0	3|lee	021	2
S	0	3|lef	100	1
S	0	3|leh	010	1
S	0	3|lei	102	2
S	0	3|lek	010	4
S	0	3|lel	102	1
S	0	3|len	100	16
S	0	3|leo	100	8
S	0	3|ler	100	240
S	0	3|les	100	44
S	0	3|let	100	5
S	0	3|lev	102	1
S	0	3|lew	100	2
S	0	3|lex	102	6
S	0	3|ley	100	33
S	0	3|lez	010	6
S	0	3|lfa	210	1
S	0	3|lfi	010	4
S	0	3|lfo	010	3
S	0	3|lgo	010	1
S	0	3|lho	010	2
S	0	3|lia	100	23
S	0	3|lic	010	16
S	0	3|lid	100	2
S	0	3|lie	100	11
S	0	3|lik	010	5
S	0	3|lim	010	1
S	0	3|lin	100	49
S	0	3|lio	100	16
S	0	3|lip	100	1
S	0	3|lis	010	10
S	0	3|lit	010	1
S	0	3|liu	010	1
S	0	3|lka	010	7
S	0	3|lke	120	1
S	0	3|lko	010	2
S	0	3|lla	010	131
S	0	3|llc	222	1
S	0	3|lle	102	47
S	0	3|lli	010	61
S	0	3|llo	010	83
S	0	3|lls	102	6
S	0	3|lly	100	108
S	0	3|lma	010	5
S	0	3|lme	100	1
S	0	3|lmi	010	2
S	0	3|lmo	010	1
S	0	3|lms	201	1
S	0	3|lny	010	1
S	0	3|loa	010	1
S	0	3|lob	100	1
S	0	3|loe	100	1
S	0	3|log	102	3
S	0	3|loh	010	3
S	0	3|lom	100	3
S	0	3|lon	100	9
S	0	3|loo	102	3
S	0	3|lop	010	3
S	0	3|lor	100	8
S	0	3|los	010	9
S	0	3|lot	102	5
S	0	3|lou	102	1
S	0	3|lov	100	3
S	0	3|low	100	10
S	0	3|loy	010	2
S	0	3|loz	102	1
S	0	3|lpn	111	1
S	0	3|lry	100	4
S	0	3|lsd	221	1
S	0	3|lta	010	4
S	0	3|ltd	100	1
S	0	3|lte	010	1
S	0	3|lth	102	3
S	0	3|lti	221	1
S	0	3|lto	010	2
S	0	3|lts	102	2
S	0	3|lty	100	7
S	0	3|ltz	102	1
S	0	3|lua	010	1
S	0	3|lue	012	2
S	0	3|lug	100	1
S	0	3|lui	010	1
S	0	3|lum	010	6
S	0	3|lus	100	11
S	0	3|lut	201	1
S	0	3|lux	100	1
S	0	3|lva	010	4
S	0	3|lvd	102	1
S	0	3|lve	100	1
S	0	3|lvi	010	1
S	0	3|lvo	010	2
S	0	3|lvy	102	1
S	0	3|lya	010	2
S	0	3|lyi	010	1
S	0	3|lyn	100	12
S	0	3|lzo	010	1
S	0	3|maa	010	1
S	0	3|mac	010	2
S	0	3|mad	010	3
S	0	3|mae	010	1
S	0	3|mah	100	1
S	0	3|mal	100	4
S	0	3|man	100	303
S	0	3|map	102	1
S	0	3|mar	100	7
S	0	3|mas	010	11
S	0	3|mat	102	3
S	0	3|max	100	4
S	0	3|may	102	1
S	0	3|mba	010	8
S	0	3|mbe	010	4
S	0	3|mbi	010	2
S	0	3|mbo	010	3
S	0	3|mbs	102	1
S	0	3|mco	010	3
S	0	3|mea	100	1
S	0	3|mec	010	1
S	0	3|med	201	8
S	0	3|mee	010	1
S	0	3|meh	100	1
S	0	3|mek	010	1
S	0	3|mel	100	4
S	0	3|men	100	19
S	0	3|meo	100	2
S	0	3|mer	100	46
S	0	3|mes	102	6
S	0	3|met	201	2
S	0	3|mex	102	1
S	0	3|mey	010	3
S	0	3|mez	010	1
S	0	3|mgm	221	1
S	0	3|mia	100	5
S	0	3|mic	010	13
S	0	3|mid	100	2
S	0	3|mie	100	2
S	0	3|mil	001	1
S	0	3|min	100	10
S	0	3|mio	100	1
S	0	3|mir	102	2
S	0	3|mis	010	2
S	0	3|mit	100	2
S	0	3|mix	210	1
S	0	3|mly	100	1
S	0	3|mma	010	3
S	0	3|mme	111	1
S	0	3|mmi	010	1
S	0	3|mms	102	1
S	0	3|mna	010	1
S	0	3|mni	012	1
S	0	3|mny	100	1
S	0	3|moa	010	1
S	0	3|mol	100	1
S	0	3|mom	100	1
S	0	3|mon	100	14
S	0	3|mor	100	2
S	0	3|mos	102	1
S	0	3|mot	010	1
S	0	3|mov	100	2
S	0	3|mow	100	1
S	0	3|mpa	010	1
S	0	3|mpg	111	1
S	0	3|mpo	010	2
S	0	3|mps	012	1
S	0	3|mra	010	1
S	0	3|mri	221	1
S	0	3|mtv	111	1
S	0	3|mud	012	1
S	0	3|muk	102	1
S	0	3|mum	100	2
S	0	3|mun	010	1
S	0	3|mus	100	11
S	0	3|mya	100	1
S	0	3|myn	100	1
S	0	3|nac	102	1
S	0	3|nae	010	2
S	0	3|nah	100	2
S	0	3|nak	100	4
S	0	3|nal	100	25
S	0	3|nam	201	1
S	0	3|nan	100	11
S	0	3|nao	201	1
S	0	3|nar	100	6
S	0	3|nas	010	18
S	0	3|nat	010	1
S	0	3|nau	100	1
S	0	3|nav	100	1
S	0	3|naw	102	2
S	0	3|nax	100	2
S	0	3|nay	010	2
S	0	3|nba	121	1
S	0	3|nbc	121	1
S	0	3|nbi	010	1
S	0	3|nby	100	5
S	0	3|nca	010	3
S	0	3|nce	100	65
S	0	3|nch	102	1
S	0	3|nci	012	1
S	0	3|nco	010	11
S	0	3|nct	201	1
S	0	3|ncy	100	28
S	0	3|nda	010	43
S	0	3|nde	010	3
S	0	3|ndi	010	9
S	0	3|ndo	010	19
S	0	3|nds	102	10
S	0	3|ndt	100	1
S	0	3|ndu	201	1
S	0	3|ndy	100	2
S	0	3|nea	100	6
S	0	3|nec	010	3
S	0	3|ned	010	24
S	0	3|nee	201	4
S	0	3|neh	012	1
S	0	3|nei	012	1
S	0	3|nek	100	18
S	0	3|nel	100	5
S	0	3|nem	100	2
S	0	3|nen	100	22
S	0	3|neo	100	5
S	0	3|ner	100	64
S	0	3|nes	102	43
S	0	3|net	100	9
S	0	3|nex	100	3
S	0	3|ney	010	32
S	0	3|nez	010	10
S	0	3|nfc	111	1
S	0	3|nfl	121	1
S	0	3|nga	010	20
S	0	3|nge	201	3
S	0	3|ngi	010	4
S	0	3|ngo	010	8
S	0	3|ngs	100	24
S	0	3|nha	010	2
S	0	3|nia	100	21
S	0	3|nic	010	41
S	0	3|nid	100	2
S	0	3|nie	100	6
S	0	3|nig	100	1
S	0	3|nik	010	14
S	0	3|nil	102	1
S	0	3|nim	012	1
S	0	3|nin	100	8
S	0	3|nio	100	4
S	0	3|nir	201	1
S	0	3|nis	010	16
S	0	3|nit	120	1
S	0	3|nix	100	3
S	0	3|niz	100	1
S	0	3|nja	010	3
S	0	3|nji	010	2
