# OpenSubtitles 2018 English word frequencies, 50,000 types, rank order.
#
# SOURCE  hermitdave/FrequencyWords content/2018/en/en_50k.txt
#         fetched 2026-08-11, md5 370a7a55f79605b25638e3e262d5f920 of the upstream file
# LICENCE MIT (LICENSE at the repo root, "Copyright (c) 2016 Hermit Dave")
#         over OpenSubtitles 2018 as distributed by OPUS.
#
# WHY IT IS HERE. It is the REGISTER replacement for wordfreq20k.txt, which is
# a 2006 web crawl (see that file's row in data/sources.tsv). Spoken English
# inverts the web list's pathology: `moon` outranks `yahoo` by 13.7x here,
# where the web list has `yahoo` outranking `moon` by 5.6x, and `weep`, `wept`
# and `mourn` exist at all -- the web list has none of the three, which in
# `lyric_harness.CandidateEngine` means not merely unranked but UNOFFERABLE.
#
# WHAT IT DOES NOT FIX. It is still a GLOBAL UNIGRAM RANK. Measured
# leave-one-author-out against what 69 held-out authors actually reached for,
# it blocks 21.4% of realised rhyme partners against the web list's 16.9% --
# real, and small beside the 63.2% the line-final CONDITIONAL reaches. The
# head of any unigram list is function words, and inside a rhyme field that is
# where the exclusion gets spent. quality/RESULTS_SONG_FREQUENCY.md.
#
# TOKENISATION. Upstream splits clitics, so `'s` and `'t` are types (ranks 6
# and 10). They are kept as they came rather than silently merged: a count is
# a coordinate of its tokenisation (doctrine 58/91) and the next person to
# measure this should see the same file the number came from.
#
# INDEPENDENT of every corpus in this repo -- contemporary film and television
# subtitles are not verse, are not sung, and are not any cell's labelled pool.
word	count	rank
angular	318	34497
inserting	318	34498
punter	318	34499
rahim	318	34500
crescendo	318	34501
north-east	318	34502
leonidas	318	34503
exposé	318	34504
liao	318	34505
metcalf	318	34506
meggie	318	34507
saburo	318	34508
miri	318	34509
morrie	318	34510
benched	318	34511
worsened	318	34512
psychotherapy	317	34513
cecilie	317	34514
jamil	317	34515
milligram	317	34516
scuff	317	34517
eeyore	317	34518
misbehaved	317	34519
fission	317	34520
safeguards	317	34521
unmask	317	34522
lightness	317	34523
ginsberg	317	34524
buzzy	317	34525
miura	317	34526
tranquillity	317	34527
great-aunt	317	34528
bellow	317	34529
caspian	317	34530
unwavering	317	34531
kelton	317	34532
papua	317	34533
untreated	317	34534
vai	317	34535
antifreeze	317	34536
ipo	317	34537
yom	317	34538
hoynes	317	34539
hehe	317	34540
pelle	317	34541
vehicular	317	34542
biochemistry	317	34543
shawna	317	34544
shorthanded	317	34545
xiomara	317	34546
harada	317	34547
bottling	317	34548
lagos	317	34549
sto	317	34550
encountering	317	34551
anatomical	317	34552
sinning	317	34553
compositions	317	34554
afterthe	317	34555
volkoff	317	34556
chinks	317	34557
non-violent	317	34558
eleni	317	34559
kristine	317	34560
croupier	317	34561
chiseled	317	34562
35th	317	34563
baskerville	317	34564
soundproof	316	34565
serrated	316	34566
shallows	316	34567
tompkins	316	34568
nye	316	34569
criminology	316	34570
girlies	316	34571
horsing	316	34572
temperate	316	34573
disarming	316	34574
drachmas	316	34575
awesomeness	316	34576
dingle	316	34577
governs	316	34578
dottore	316	34579
bohemia	316	34580
gunk	316	34581
steinberg	316	34582
appetizing	316	34583
mccallister	316	34584
baum	316	34585
odell	316	34586
realy	316	34587
zoltan	316	34588
circe	316	34589
contraire	316	34590
torturer	316	34591
jaeger	316	34592
insurmountable	316	34593
hon.	316	34594
wee-wee	316	34595
excavator	316	34596
nobler	316	34597
centennial	316	34598
purging	316	34599
mainwaring	316	34600
analysing	316	34601
torrente	316	34602
taeko	316	34603
ferrets	316	34604
softy	316	34605
clea	316	34606
sarita	316	34607
frazzled	316	34608
haim	316	34609
sagging	316	34610
merch	316	34611
beefy	316	34612
hillbillies	316	34613
spiraling	316	34614
capes	316	34615
ayodhya	316	34616
huggy	316	34617
pms	316	34618
uncontrollably	316	34619
gona	316	34620
servicemen	316	34621
eveybody	316	34622
dredging	316	34623
organist	316	34624
amina	316	34625
footnote	316	34626
jacoby	316	34627
monotony	316	34628
vastness	316	34629
hocus-pocus	316	34630
dietz	316	34631
milkshakes	316	34632
bandstand	316	34633
palladium	316	34634
anecdotes	315	34635
shins	315	34636
jk	315	34637
preyed	315	34638
shalu	315	34639
chiquita	315	34640
shia	315	34641
commited	315	34642
whinny	315	34643
g-string	315	34644
spousal	315	34645
lettering	315	34646
propriety	315	34647
cirie	315	34648
hook-up	315	34649
slovakia	315	34650
maldives	315	34651
excitable	315	34652
bonn	315	34653
kidnaps	315	34654
eriksson	315	34655
bachman	315	34656
xiong	315	34657
corrosive	315	34658
absorption	315	34659
curley	315	34660
pendejo	315	34661
contradicts	315	34662
foreclosed	315	34663
'about	315	34664
hauptmann	315	34665
litt	315	34666
exasperated	315	34667
exhume	315	34668
inebriated	315	34669
newsman	315	34670
avinash	315	34671
awoken	315	34672
himalayan	315	34673
sian	315	34674
breeches	315	34675
amitabh	315	34676
slattery	315	34677
side-by-side	315	34678
adjournment	315	34679
aretha	315	34680
bellini	315	34681
ballads	315	34682
paraded	315	34683
appleton	315	34684
skewer	315	34685
marchand	315	34686
isotopes	315	34687
alfalfa	315	34688
pickups	315	34689
newsweek	315	34690
speculated	315	34691
mage	315	34692
guerillas	315	34693
whopping	315	34694
ici	315	34695
skier	315	34696
mckee	315	34697
packers	315	34698
old-timers	315	34699
hiked	315	34700
swarms	315	34701
sidecar	315	34702
mazda	315	34703
affirmation	315	34704
roomy	315	34705
contradicting	314	34706
kiln	314	34707
discoloration	314	34708
raff	314	34709
plummeting	314	34710
saz	314	34711
steamboat	314	34712
marchioness	314	34713
hopelessness	314	34714
on-stage	314	34715
darin	314	34716
habla	314	34717
polygamy	314	34718
pieced	314	34719
defrost	314	34720
implicitly	314	34721
morwenna	314	34722
vauxhall	314	34723
resonate	314	34724
marni	314	34725
laredo	314	34726
allegra	314	34727
cammy	314	34728
shibata	314	34729
redone	314	34730
whassup	314	34731
10pm	314	34732
gothenburg	314	34733
occurrences	314	34734
tangier	314	34735
gaspar	314	34736
dol	314	34737
blaire	314	34738
más	314	34739
vos	314	34740
layoffs	314	34741
corbyn	314	34742
anniversaries	314	34743
exhibitions	314	34744
depicts	314	34745
evander	314	34746
ambiance	314	34747
droll	314	34748
speedo	314	34749
ploughed	314	34750
estrella	314	34751
lilacs	314	34752
mind-boggling	314	34753
greenpeace	314	34754
outposts	314	34755
hijo	314	34756
macduff	314	34757
tenuous	313	34758
dignify	313	34759
cautionary	313	34760
prejudicial	313	34761
veeru	313	34762
evaded	313	34763
pioneered	313	34764
boarders	313	34765
chisholm	313	34766
subdural	313	34767
flamethrower	313	34768
evemhing	313	34769
ginnie	313	34770
vinaigrette	313	34771
mecha	313	34772
undisciplined	313	34773
prance	313	34774
sanctified	313	34775
caymans	313	34776
mauritius	313	34777
forthright	313	34778
redacted	313	34779
tawny	313	34780
boer	313	34781
geary	313	34782
fertilize	313	34783
distal	313	34784
noche	313	34785
willfully	313	34786
anil	313	34787
vivienne	313	34788
m.i.t.	313	34789
poppet	313	34790
misbehaving	313	34791
lightsaber	313	34792
lz	313	34793
ill-fated	313	34794
kingman	313	34795
20-minute	313	34796
but--but	313	34797
georgy	313	34798
cumin	313	34799
establishments	313	34800
amped	313	34801
merv	313	34802
synthesis	313	34803
nazarene	313	34804
poul	313	34805
mikayla	313	34806
tana	313	34807
nether	313	34808
pasolini	313	34809
volodya	313	34810
shanks	313	34811
faithfulness	312	34812
atavus	312	34813
redfern	312	34814
feasts	312	34815
asli	312	34816
father-daughter	312	34817
ralf	312	34818
laudanum	312	34819
ettore	312	34820
understaffed	312	34821
cholo	312	34822
pulsar	312	34823
amitabha	312	34824
exhumed	312	34825
a.s.a.p.	312	34826
'al	312	34827
scrounge	312	34828
shota	312	34829
stunted	312	34830
sobering	312	34831
iben	312	34832
rickety	312	34833
kazan	312	34834
ghana	312	34835
nanking	312	34836
four-year	312	34837
unwashed	312	34838
scuttle	312	34839
wiggly	312	34840
astonishingly	312	34841
eeny	312	34842
brenna	312	34843
hookfang	312	34844
effortlessly	312	34845
boaz	312	34846
timeout	312	34847
cordero	312	34848
taxicab	312	34849
scusi	312	34850
ragging	312	34851
peta	312	34852
salinas	312	34853
houseguest	312	34854
deveraux	312	34855
ganging	312	34856
loathing	312	34857
squelching	312	34858
boswell	312	34859
teaser	312	34860
gehrig	312	34861
high-quality	312	34862
scurrying	312	34863
super-duper	312	34864
ten-minute	312	34865
mountie	312	34866
divorcee	312	34867
celestine	312	34868
synthesizer	311	34869
forsaking	311	34870
parlors	311	34871
koga	311	34872
dukat	311	34873
vite	311	34874
ismael	311	34875
lfl	311	34876
huber	311	34877
nourished	311	34878
n.y.p.d.	311	34879
mojitos	311	34880
cranked	311	34881
bhau	311	34882
campground	311	34883
kitano	311	34884
kass	311	34885
mutagen	311	34886
scalps	311	34887
wyler	311	34888
willy-nilly	311	34889
shrubs	311	34890
damme	311	34891
governance	311	34892
johansen	311	34893
overthinking	311	34894
menthol	311	34895
letdown	311	34896
limey	311	34897
supposition	311	34898
gantry	311	34899
beacons	311	34900
saboteurs	311	34901
outgunned	311	34902
savino	311	34903
lackeys	311	34904
sectionals	311	34905
rager	311	34906
lite	311	34907
radu	311	34908
adulterer	311	34909
disguising	311	34910
jenni	311	34911
timings	311	34912
chandramukhi	311	34913
carsten	311	34914
expectant	311	34915
poxy	311	34916
lela	311	34917
we`ve	311	34918
onslow	311	34919
sympathise	311	34920
somewheres	311	34921
effendi	311	34922
pg	311	34923
n-not	311	34924
muss	311	34925
gru	311	34926
samara	311	34927
halloran	311	34928
rekindle	311	34929
airbag	311	34930
mclntyre	311	34931
foosball	310	34932
swooped	310	34933
stateroom	310	34934
easygoing	310	34935
rochefort	310	34936
transmits	310	34937
job-	310	34938
knievel	310	34939
fielder	310	34940
talk-	310	34941
gussie	310	34942
ruffles	310	34943
horseradish	310	34944
orchards	310	34945
garak	310	34946
liston	310	34947
manna	310	34948
fras	310	34949
plummeted	310	34950
streamlined	310	34951
chalky	310	34952
shipmates	310	34953
evel	310	34954
curvature	310	34955
predetermined	310	34956
boatload	310	34957
coed	310	34958
choco	310	34959
secretarial	310	34960
colouring	310	34961
dragan	310	34962
jaggi	310	34963
tweety	310	34964
squeezes	310	34965
bolster	310	34966
pissed-off	310	34967
uncomplicated	310	34968
contemplated	310	34969
josette	310	34970
bovary	310	34971
overland	310	34972
fevers	310	34973
porgy	310	34974
scavenging	310	34975
balmy	310	34976
incidental	310	34977
madoff	310	34978
minos	310	34979
pongo	310	34980
not-not	310	34981
jung-hwa	310	34982
igt	310	34983
klicks	310	34984
palme	310	34985
implode	310	34986
girth	310	34987
overriding	310	34988
goop	310	34989
capitaine	310	34990
avatars	310	34991
beholden	310	34992
savour	310	34993
newsflash	310	34994
mastering	309	34995
immeasurable	309	34996
dinero	309	34997
retrograde	309	34998
chiara	309	34999
matsu	309	35000
cleverest	309	35001
huntsman	309	35002
insinuate	309	35003
progressively	309	35004
tiana	309	35005
patris	309	35006
hallam	309	35007
rediscover	309	35008
glancing	309	35009
remodeled	309	35010
g-man	309	35011
alka	309	35012
b.o.b.	309	35013
srt	309	35014
jérôme	309	35015
bequeathed	309	35016
ricans	309	35017
rutger	309	35018
chihiro	309	35019
perspiration	309	35020
tributes	309	35021
manav	309	35022
geo	309	35023
paramilitary	309	35024
psychoanalyst	309	35025
fergie	309	35026
flunking	309	35027
clauses	309	35028
32nd	309	35029
deej	309	35030
artur	309	35031
halil	309	35032
slobbering	309	35033
jiu	309	35034
ascot	309	35035
nerys	309	35036
geezers	309	35037
wasnt	309	35038
spearhead	309	35039
scooters	309	35040
slabs	309	35041
decomp	309	35042
toppled	309	35043
blackest	309	35044
itto	309	35045
duplicated	309	35046
hypnotism	309	35047
degeneration	309	35048
fallujah	309	35049
wriggling	309	35050
write-off	309	35051
cantrell	309	35052
baseless	309	35053
humpback	309	35054
deader	309	35055
ncaa	309	35056
tatters	309	35057
antagonize	309	35058
rowed	308	35059
after-hours	308	35060
discontinue	308	35061
did.	308	35062
cask	308	35063
mobius	308	35064
eval	308	35065
burg	308	35066
erie	308	35067
ufc	308	35068
suckered	308	35069
adderall	308	35070
whos	308	35071
shriveled	308	35072
cheetahs	308	35073
kk	308	35074
couldnt	308	35075
generalissimo	308	35076
eco	308	35077
toiled	308	35078
rance	308	35079
liliana	308	35080
piggies	308	35081
forgo	308	35082
macleish	308	35083
squatter	308	35084
telex	308	35085
eko	308	35086
make-out	308	35087
haνe	308	35088
khartoum	308	35089
diagonal	308	35090
anti-matter	308	35091
petrus	308	35092
recheck	308	35093
heart-shaped	308	35094
sustains	308	35095
multiverse	308	35096
ramesses	308	35097
rewrote	308	35098
a.p.	308	35099
senegal	308	35100
yugoslav	308	35101
seep	308	35102
heisenberg	308	35103
tp	308	35104
vinod	308	35105
else-	308	35106
mosey	308	35107
capoeira	308	35108
descendents	308	35109
sepsis	308	35110
bolin	308	35111
corrie	308	35112
don.t	308	35113
thickens	308	35114
higher-ups	308	35115
aslan	308	35116
miseries	307	35117
contrition	307	35118
kamini	307	35119
romp	307	35120
polack	307	35121
applicable	307	35122
in-in	307	35123
leonor	307	35124
additions	307	35125
rickman	307	35126
arbiter	307	35127
unclaimed	307	35128
smock	307	35129
sizzles	307	35130
mcintyre	307	35131
dejected	307	35132
retention	307	35133
juke	307	35134
dilation	307	35135
manya	307	35136
tycho	307	35137
molar	307	35138
sacking	307	35139
savant	307	35140
f-	307	35141
heyday	307	35142
loosening	307	35143
paperweight	307	35144
keenly	307	35145
grossed	307	35146
cervantes	307	35147
zan	307	35148
shut-eye	307	35149
barstow	307	35150
greenie	307	35151
mlle	307	35152
strong-willed	307	35153
westbound	307	35154
moreland	307	35155
crawfish	307	35156
batiatus	307	35157
juveniles	307	35158
lawyered	307	35159
partnerships	307	35160
catch-up	307	35161
k-9	307	35162
wife-	307	35163
authorizing	307	35164
mementos	307	35165
haggling	307	35166
impressionist	307	35167
stillson	307	35168
minoru	307	35169
abla	307	35170
felled	307	35171
harken	307	35172
bernhardt	307	35173
pipsqueak	306	35174
kline	306	35175
directives	306	35176
collard	306	35177
janko	306	35178
unexplainable	306	35179
lapdog	306	35180
do-gooder	306	35181
rectangle	306	35182
seducer	306	35183
deets	306	35184
slavic	306	35185
ipek	306	35186
undergraduate	306	35187
crawler	306	35188
freemasons	306	35189
co-ed	306	35190
mountainous	306	35191
asthmatic	306	35192
hüseyin	306	35193
renown	306	35194
feel-	306	35195
playmates	306	35196
friendlier	306	35197
mandible	306	35198
handprint	306	35199
brogan	306	35200
cranberries	306	35201
long-standing	306	35202
wino	306	35203
rabbis	306	35204
burnout	306	35205
janaki	306	35206
itt	306	35207
spalding	306	35208
kiku	306	35209
paterson	306	35210
fireballs	306	35211
ebba	306	35212
scaly	306	35213
notifying	306	35214
deliberations	306	35215
bunt	306	35216
issa	306	35217
subsidy	306	35218
susy	306	35219
fagin	306	35220
bama	306	35221
drafty	306	35222
enchantress	306	35223
kismet	306	35224
metallica	306	35225
delacroix	306	35226
binford	306	35227
unintentional	306	35228
tomahawk	306	35229
estep	306	35230
gael	306	35231
queensland	306	35232
stoy	305	35233
avocados	305	35234
vir	305	35235
conlon	305	35236
amis	305	35237
acrylic	305	35238
car-	305	35239
supremely	305	35240
repented	305	35241
sirloin	305	35242
caulfield	305	35243
retains	305	35244
gorgon	305	35245
ine	305	35246
huston	305	35247
beatboxing	305	35248
anata	305	35249
globalization	305	35250
wor	305	35251
florins	305	35252
cates	305	35253
americana	305	35254
mitsuru	305	35255
fathoms	305	35256
tangiers	305	35257
liddy	305	35258
powwow	305	35259
rescuers	305	35260
hier	305	35261
dogging	305	35262
one-bedroom	305	35263
chil	305	35264
unbiased	305	35265
yukimura	305	35266
corwin	305	35267
comparisons	305	35268
wolsey	305	35269
ako	305	35270
promissory	305	35271
whoopi	305	35272
ji-won	305	35273
24-year-old	305	35274
airliner	305	35275
ridgeway	305	35276
stratford	305	35277
nonsensical	305	35278
osvaldo	305	35279
agustin	305	35280
finito	305	35281
commended	305	35282
monocle	305	35283
xanadu	305	35284
ara	305	35285
villainy	305	35286
rumple	305	35287
doi	305	35288
boor	304	35289
euphoric	304	35290
angina	304	35291
boyo	304	35292
bayonne	304	35293
haute	304	35294
disloyalty	304	35295
payoffs	304	35296
verbatim	304	35297
boisterous	304	35298
ddr	304	35299
budgie	304	35300
by-	304	35301
roop	304	35302
caregiver	304	35303
synaptic	304	35304
keira	304	35305
cojones	304	35306
bicarbonate	304	35307
jeet	304	35308
18th-century	304	35309
gordie	304	35310
incinerate	304	35311
intervening	304	35312
junta	304	35313
diggs	304	35314
strategize	304	35315
spiky	304	35316
applebee	304	35317
spurned	304	35318
copping	304	35319
prescribing	304	35320
orly	304	35321
daydreams	304	35322
heroically	304	35323
jaipur	304	35324
identifiable	304	35325
barbary	304	35326
after-party	304	35327
decompose	304	35328
non-profit	304	35329
inverse	304	35330
misused	304	35331
swayze	304	35332
weevil	304	35333
excusez-moi	304	35334
ishmael	304	35335
doo-dah	304	35336
dooku	304	35337
siena	304	35338
screamin	304	35339
cussing	304	35340
manoj	304	35341
tamales	304	35342
dyes	304	35343
'rejust	304	35344
rumsfeld	304	35345
yore	304	35346
langer	304	35347
gush	304	35348
jalopy	304	35349
perrier	304	35350
stiletto	304	35351
coyle	304	35352
drunkenly	304	35353
asako	304	35354
tthe	304	35355
booyah	304	35356
gated	304	35357
blowfish	304	35358
buzzkill	304	35359
crockery	303	35360
basilica	303	35361
bloodstained	303	35362
coburn	303	35363
lapsed	303	35364
spitz	303	35365
sparse	303	35366
fitzroy	303	35367
're-we	303	35368
rescind	303	35369
first-name	303	35370
kimmel	303	35371
roche	303	35372
outbid	303	35373
provenance	303	35374
swifty	303	35375
underdogs	303	35376
tearfully	303	35377
fritter	303	35378
ste	303	35379
clogging	303	35380
converging	303	35381
dec	303	35382
kuen	303	35383
capra	303	35384
pavlov	303	35385
suleyman	303	35386
gov	303	35387
groped	303	35388
3pm	303	35389
slits	303	35390
bellman	303	35391
fledgling	303	35392
erectile	303	35393
proportional	303	35394
linoleum	303	35395
operatic	303	35396
vel	303	35397
asakura	303	35398
sardinia	303	35399
xerxes	303	35400
puddings	303	35401
mildew	303	35402
glaucoma	303	35403
anaphylactic	303	35404
them.	303	35405
lobbyists	303	35406
beluga	303	35407
unconsciousness	303	35408
sunnyvale	303	35409
vying	303	35410
catechism	303	35411
mysticism	303	35412
meeny	303	35413
mustaches	303	35414
mcbain	303	35415
pbht	302	35416
rovers	302	35417
hassled	302	35418
eda	302	35419
addictions	302	35420
azure	302	35421
emphatically	302	35422
tereza	302	35423
wean	302	35424
lovey-dovey	302	35425
piedmont	302	35426
disorientation	302	35427
fosters	302	35428
candied	302	35429
skupin	302	35430
engages	302	35431
tentacle	302	35432
shouidn	302	35433
legality	302	35434
winging	302	35435
telepath	302	35436
thorndyke	302	35437
growers	302	35438
unfeeling	302	35439
touker	302	35440
narnia	302	35441
kuroda	302	35442
mayko	302	35443
roadhouse	302	35444
moonstone	302	35445
hails	302	35446
kourtney	302	35447
harkonnen	302	35448
choe	302	35449
a-list	302	35450
humphries	302	35451
pettigrew	302	35452
enright	302	35453
phrasing	302	35454
doruk	302	35455
peepers	302	35456
facedown	302	35457
ashford	302	35458
fortify	302	35459
kike	302	35460
seashells	302	35461
pharma	302	35462
léo	302	35463
commendatore	302	35464
nuance	302	35465
machado	302	35466
krampus	301	35467
flurry	301	35468
ticktock	301	35469
powerfully	301	35470
refresher	301	35471
tigh	301	35472
fervor	301	35473
compensating	301	35474
bandana	301	35475
fortresses	301	35476
decommissioned	301	35477
immorality	301	35478
reactivate	301	35479
commencement	301	35480
tripathi	301	35481
synchronization	301	35482
gangbanger	301	35483
squished	301	35484
innocuous	301	35485
authenticate	301	35486
apologetic	301	35487
yutaka	301	35488
wiggins	301	35489
typewriters	301	35490
jailbreak	301	35491
cherub	301	35492
grime	301	35493
jyoti	301	35494
enchilada	301	35495
run-ins	301	35496
interception	301	35497
tablecloths	301	35498
millimetre	301	35499
bolus	301	35500
blow-up	301	35501
sena	301	35502
fook	301	35503
maeve	301	35504
shrivel	301	35505
chloé	301	35506
-it	301	35507
replicated	301	35508
slow-motion	301	35509
ariana	301	35510
hieroglyphs	301	35511
empower	301	35512
girardi	301	35513
eugenics	301	35514
τhe	301	35515
sapporo	301	35516
taunts	301	35517
flesh-eating	301	35518
rationalize	301	35519
hak	301	35520
one-day	301	35521
stasi	301	35522
mooch	301	35523
deductible	301	35524
stepsister	301	35525
reproduced	301	35526
wisteria	300	35527
aster	300	35528
comte	300	35529
harbinger	300	35530
dennison	300	35531
stoves	300	35532
skilful	300	35533
vlado	300	35534
didrt	300	35535
wounding	300	35536
zoran	300	35537
thistle	300	35538
fornell	300	35539
conducive	300	35540
flexing	300	35541
fourteenth	300	35542
togo	300	35543
fedora	300	35544
rin-kun	300	35545
delightfully	300	35546
jettison	300	35547
dissatisfaction	300	35548
-that	300	35549
mulch	300	35550
buyout	300	35551
moxie	300	35552
giordano	300	35553
culpepper	300	35554
henny	300	35555
trieste	300	35556
imperfection	300	35557
gees	300	35558
insincere	300	35559
co-star	300	35560
overpaid	300	35561
takuya	300	35562
mete	300	35563
'out	300	35564
catnip	300	35565
dunlop	300	35566
propped	300	35567
vindicated	300	35568
eggshells	300	35569
tune-up	300	35570
panisse	300	35571
forearms	300	35572
redevelopment	300	35573
gamers	300	35574
javert	300	35575
kublai	300	35576
cowering	300	35577
rashes	300	35578
jassi	300	35579
nudie	300	35580
asta	300	35581
vena	300	35582
earphones	300	35583
kurds	300	35584
greenfield	300	35585
raghavan	300	35586
muffy	300	35587
hostesses	300	35588
fenced	300	35589
snitching	300	35590
seizes	300	35591
huntress	300	35592
evaporates	300	35593
divvy	300	35594
castration	300	35595
kickbacks	300	35596
conny	299	35597
earnestly	299	35598
fiberglass	299	35599
invents	299	35600
stopper	299	35601
foetus	299	35602
desecration	299	35603
ryota	299	35604
ith	299	35605
disapproved	299	35606
truant	299	35607
weaklings	299	35608
skimpy	299	35609
freeways	299	35610
ex-girlfriends	299	35611
carry-on	299	35612
fuming	299	35613
ambien	299	35614
whitelighter	299	35615
humboldt	299	35616
v.a.	299	35617
hales	299	35618
00pm	299	35619
harvester	299	35620
fedya	299	35621
requisitioned	299	35622
wheelie	299	35623
galan	299	35624
wrongfully	299	35625
mose	299	35626
fatale	299	35627
snarl	299	35628
giorno	299	35629
dit	299	35630
ascendant	299	35631
braithwaite	299	35632
siya	299	35633
flirtatious	299	35634
merchandising	299	35635
driftwood	299	35636
stauffenberg	299	35637
worsen	299	35638
glimpsed	299	35639
shuffled	299	35640
bailout	299	35641
overt	299	35642
blech	299	35643
affidavits	299	35644
ks	299	35645
kilmer	299	35646
yuh	299	35647
arent	299	35648
emy	299	35649
inlet	299	35650
trojans	299	35651
comas	299	35652
bef	299	35653
bombard	299	35654
greenway	299	35655
deus	299	35656
astonishment	299	35657
chandigarh	299	35658
mino	299	35659
weekdays	299	35660
tunis	299	35661
escapade	299	35662
speakeasy	298	35663
kami	298	35664
griswold	298	35665
ackroyd	298	35666
dawdling	298	35667
idea-	298	35668
fairytales	298	35669
mothering	298	35670
napier	298	35671
assuredly	298	35672
vaccinations	298	35673
budging	298	35674
infraction	298	35675
blockers	298	35676
softest	298	35677
engrossed	298	35678
propellers	298	35679
pakistanis	298	35680
vaporize	298	35681
broussard	298	35682
weirdoes	298	35683
ock	298	35684
gyp	298	35685
achieves	298	35686
hoppy	298	35687
wilmington	298	35688
fuckface	298	35689
waterways	298	35690
petar	298	35691
wolfblood	298	35692
treadwell	298	35693
ind	298	35694
minute-	298	35695
biscotti	298	35696
modus	298	35697
asterix	298	35698
slaw	298	35699
gacy	298	35700
mmh	298	35701
nestled	298	35702
pitted	298	35703
lusty	298	35704
embalmed	298	35705
-the	298	35706
wouldnt	298	35707
fok	298	35708
coffeehouse	298	35709
starks	298	35710
slinky	298	35711
woodman	298	35712
streamers	298	35713
admittance	298	35714
kenshin	298	35715
i-l	298	35716
zooey	298	35717
stillborn	298	35718
truffaut	298	35719
macaroons	298	35720
sandbags	298	35721
constructions	298	35722
axelrod	297	35723
butchie	297	35724
unduly	297	35725
ecosystems	297	35726
aly	297	35727
oshima	297	35728
letitia	297	35729
scudder	297	35730
cul-de-sac	297	35731
anti-semitism	297	35732
crevice	297	35733
drumsticks	297	35734
anomalous	297	35735
lita	297	35736
misstep	297	35737
hairdressers	297	35738
21-year-old	297	35739
ouyang	297	35740
slava	297	35741
colada	297	35742
ravan	297	35743
tought	297	35744
headlong	297	35745
sameera	297	35746
indignant	297	35747
neckline	297	35748
aaaaaah	297	35749
kosuke	297	35750
aaahh	297	35751
yim	297	35752
shukla	297	35753
stallions	297	35754
cordially	297	35755
hammy	297	35756
beauchamp	297	35757
deference	297	35758
toph	297	35759
terraces	297	35760
hovercraft	297	35761
fables	297	35762
adric	297	35763
kaan	297	35764
duffer	297	35765
walther	297	35766
hygienist	297	35767
rearing	297	35768
bunyan	297	35769
beasley	297	35770
nimrod	297	35771
tilting	297	35772
yakov	297	35773
deficient	297	35774
hatun	297	35775
loxley	297	35776
ignites	297	35777
schrader	297	35778
neumann	297	35779
ploughing	297	35780
vassals	297	35781
waylon	297	35782
fantasia	297	35783
6pm	297	35784
usman	297	35785
trager	297	35786
bec	297	35787
pampering	297	35788
'ha	297	35789
home-	297	35790
breakdowns	297	35791
wal	297	35792
denser	296	35793
coldly	296	35794
mandolin	296	35795
glacial	296	35796
hjalmar	296	35797
'twant	296	35798
bekir	296	35799
masonry	296	35800
comandante	296	35801
half-time	296	35802
wejust	296	35803
subpoenas	296	35804
electroshock	296	35805
vespa	296	35806
temptress	296	35807
arvid	296	35808
keisuke	296	35809
lovett	296	35810
codename	296	35811
balconies	296	35812
clouseau	296	35813
breadcrumbs	296	35814
preys	296	35815
tonga	296	35816
hokage	296	35817
garrick	296	35818
brassiere	296	35819
lemmy	296	35820
hang-ups	296	35821
f1nc0	296	35822
switchblade	296	35823
madhav	296	35824
mie	296	35825
pasteur	296	35826
cafés	296	35827
zionist	296	35828
rodin	296	35829
voldemort	296	35830
instantaneously	296	35831
norrie	296	35832
unfolded	296	35833
aperitif	296	35834
torsten	296	35835
vapors	296	35836
intravenous	296	35837
goff	296	35838
rebus	296	35839
boroughs	296	35840
confederation	296	35841
rile	296	35842
rohypnol	296	35843
julianna	296	35844
tussle	296	35845
improperly	296	35846
pudgy	296	35847
submerge	296	35848
amulets	296	35849
aru	296	35850
cancerous	296	35851
paan	296	35852
hef	296	35853
taka	296	35854
belcher	296	35855
cappy	296	35856
honcho	295	35857
thready	295	35858
incubation	295	35859
bamba	295	35860
saris	295	35861
steamship	295	35862
chessboard	295	35863
marbella	295	35864
south-east	295	35865
deadlock	295	35866
stand-by	295	35867
cantwell	295	35868
aflame	295	35869
unquestionably	295	35870
matsui	295	35871
tongue-tied	295	35872
regulators	295	35873
archeologist	295	35874
insinuations	295	35875
aurelio	295	35876
dachau	295	35877
ingratitude	295	35878
suey	295	35879
freakish	295	35880
emitter	295	35881
tomo	295	35882
margit	295	35883
disintegration	295	35884
sideboard	295	35885
lapses	295	35886
luger	295	35887
droves	295	35888
cranks	295	35889
vacationing	295	35890
handheld	295	35891
genies	295	35892
ook	295	35893
normality	295	35894
claes	295	35895
m.j.	295	35896
maybes	295	35897
specks	295	35898
mimmi	295	35899
buona	295	35900
whammy	295	35901
glint	295	35902
passable	295	35903
sav	295	35904
aloe	295	35905
banknotes	295	35906
shasta	295	35907
perla	295	35908
pappas	295	35909
eau	295	35910
ewa	295	35911
wannabes	295	35912
virtuoso	295	35913
waitressing	295	35914
troma	295	35915
cutoff	295	35916
fenway	295	35917
townsfolk	295	35918
cretins	295	35919
flopped	295	35920
witter	295	35921
nouveau	295	35922
bara	294	35923
